Batch,Cultivation batch,Strain,#1,#2,#3,#4,#5,#6,#7,#8,#9.1,#9.2,#9.3,#9.4,#9.5,#9.6,#9.7,#10.1,#10.2,#10.3,#11.1,#11.2,#11.3,#11.4,#12
P060382,SCR012603,Scrambler,"iCoA-PP_26-085, 03.06.2026 [internal]
iCoA-PP_26-117, 27.07.2026 [internal]","iCoA-PP_26-085, 03.06.2026 [internal]
iCoA-PP_26-117, 27.07.2026 [internal]","release — to be performed — see route
197-21-К/26, 07.08.2026","release — not tested — no certificate covers it
197-21-К/26, 07.08.2026","release — not tested — no certificate covers it
197-21-К/26, 07.08.2026","release — not tested — no certificate covers it
197-21-К/26, 07.08.2026","iCoA-PP_26-085, 03.06.2026 [internal]
iCoA-PP_26-117, 27.07.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-21-М/26, 10.08.2026","release — not tested — no certificate covers it
197-21-М/26, 10.08.2026","release — not tested — no certificate covers it
197-21-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it"
FB012603V,FB012603V,FatBastard,"ППК26110, 30.06.2026
iCoA-PP_26-180, 24.08.2026 [internal]","ППК26110, 30.06.2026
iCoA-PP_26-180, 24.08.2026 [internal]","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
iCoA-PP_26-180, 24.08.2026 [internal]","ППК26110, 30.06.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060422,JD012603/02V,Jelly Donuts,"ППК26111, 30.06.2026
iCoA-PP_26-137, 17.08.2026 [internal]","ППК26111, 30.06.2026
iCoA-PP_26-137, 17.08.2026 [internal]","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
iCoA-PP_26-137, 17.08.2026 [internal]","ППК26111, 30.06.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-18-М/26, 11.09.2026","release — not tested — no certificate covers it
220-18-М/26, 11.09.2026","release — not tested — no certificate covers it
220-18-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0022) — not tested — no certificate covers it","3662/2026, 22.06.2026"
P060402,GG012603,Gorilla Glue,"ППК26114, 30.06.2026
iCoA-PP_26-108, 27.07.2026 [internal]","ППК26114, 30.06.2026
iCoA-PP_26-108, 27.07.2026 [internal]","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
iCoA-PP_26-108, 27.07.2026 [internal]","ППК26114, 30.06.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-8-М/26, 10.08.2026","release — not tested — no certificate covers it
197-8-М/26, 10.08.2026","release — not tested — no certificate covers it
197-8-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0023) — not tested — no certificate covers it","3659/2026, 22.06.2026"
P060412,JD012603/02,Jelly Donuts,"ППК26113, 30.06.2026
iCoA-PP_26-136, 17.08.2026 [internal]","ППК26113, 30.06.2026
iCoA-PP_26-136, 17.08.2026 [internal]","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
iCoA-PP_26-136, 17.08.2026 [internal]","ППК26113, 30.06.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-17-М/26, 11.09.2026","release — not tested — no certificate covers it
220-17-М/26, 11.09.2026","release — not tested — no certificate covers it
220-17-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0025) — not tested — no certificate covers it","3660/2026, 22.06.2026"
FB012603,FB012603,Fat Bastard,"ППК26112, 30.06.2026
iCoA-PP_26-179, 24.08.2026 [internal]","ППК26112, 30.06.2026
iCoA-PP_26-179, 24.08.2026 [internal]","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
iCoA-PP_26-179, 24.08.2026 [internal]","ППК26112, 30.06.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
SCR022601,SCR022601,Scrambler,"ППК26116, 06.07.2026
iCoA-PP_26-158, 24.08.2026 [internal]","ППК26116, 06.07.2026
iCoA-PP_26-158, 24.08.2026 [internal]","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
iCoA-PP_26-158, 24.08.2026 [internal]","ППК26116, 06.07.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
FB032601,FB032601,FatBastard,"ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
GG032601,GG032601,GorillaGlue,"ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
JD022601,JD022601,JellyDonutz,"ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
P060492,JD042601,Jelly Donutz,"iCoA-PP_26-120, 13.08.2026 [internal]
iCoA-PP_26-146, 17.08.2026 [internal]","iCoA-PP_26-120, 13.08.2026 [internal]
iCoA-PP_26-146, 17.08.2026 [internal]","release — to be performed — see route
220-30-К/26, 26.08.2026","release — not tested — no certificate covers it
220-30-К/26, 26.08.2026","release — not tested — no certificate covers it
220-30-К/26, 26.08.2026","release — not tested — no certificate covers it
220-30-К/26, 26.08.2026","iCoA-PP_26-120, 13.08.2026 [internal]
iCoA-PP_26-146, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-30-М/26, 11.09.2026","release — not tested — no certificate covers it
220-30-М/26, 11.09.2026","release — not tested — no certificate covers it
220-30-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
CC042601,CC042601,Cash Cow,"iCoA-PP_26-088, 03.06.2026 [internal]
iCoA-PP_26-144, 17.08.2026 [internal]","iCoA-PP_26-088, 03.06.2026 [internal]
iCoA-PP_26-144, 17.08.2026 [internal]","release — to be performed — see route
220-32-К/26, 26.08.2026","release — not tested — no certificate covers it
220-32-К/26, 26.08.2026","release — not tested — no certificate covers it
220-32-К/26, 26.08.2026","release — not tested — no certificate covers it
220-32-К/26, 26.08.2026","iCoA-PP_26-088, 03.06.2026 [internal]
iCoA-PP_26-144, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-32-М/26, 11.09.2026","release — not tested — no certificate covers it
220-32-М/26, 11.09.2026","release — not tested — no certificate covers it
220-32-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
FB042601,FB042601,Fat Bastard,"iCoA-PP_26-089, 03.06.2026 [internal]
iCoA-PP_26-145, 17.08.2026 [internal]","iCoA-PP_26-089, 03.06.2026 [internal]
iCoA-PP_26-145, 17.08.2026 [internal]","release — to be performed — see route
220-31-К/26, 26.08.2026","release — not tested — no certificate covers it
220-31-К/26, 26.08.2026","release — not tested — no certificate covers it
220-31-К/26, 26.08.2026","release — not tested — no certificate covers it
220-31-К/26, 26.08.2026","iCoA-PP_26-089, 03.06.2026 [internal]
iCoA-PP_26-145, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-31-М/26, 11.09.2026","release — not tested — no certificate covers it
220-31-М/26, 11.09.2026","release — not tested — no certificate covers it
220-31-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P160012,P160012,GrapePie,"ППК26117, 06.07.2026","ППК26117, 06.07.2026","ППК26117, 06.07.2026","ППК26117, 06.07.2026","ППК26117, 06.07.2026","ППК26117, 06.07.2026","ППК26117, 06.07.2026","ППК26117, 06.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
P160022,P160022,GrapePie,"ППК26118, 06.07.2026","ППК26118, 06.07.2026","ППК26118, 06.07.2026","ППК26118, 06.07.2026","ППК26118, 06.07.2026","ППК26118, 06.07.2026","ППК26118, 06.07.2026","ППК26118, 06.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
P160032,P160032,GrapePie,"ППК26119, 06.07.2026","ППК26119, 06.07.2026","ППК26119, 06.07.2026","ППК26119, 06.07.2026","ППК26119, 06.07.2026","ППК26119, 06.07.2026","ППК26119, 06.07.2026","ППК26119, 06.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
