Tranche	Batch	P lot	Strain	Determination	State	Document to cite	Issued	Laboratory	Where the document is	Blocked: document not issued	What the document prints	Other documents on file that also carry it
2	SCR112501	P060282	Scrambler	3 Identification C — HPLC	CITED	ППК26069	11.05.2026	CNP	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-26-K/26
2	SCR112501	P060282	Scrambler	4 Assay — Total Δ⁹-THC	CITED	ППК26069	11.05.2026	CNP	in eCoA_DATABASE		0.64 % %; 18.80 % %; 17.13 % %	220-26-K/26
2	SCR112501	P060282	Scrambler	5 Assay — Total CBD	CITED	ППК26069	11.05.2026	CNP	in eCoA_DATABASE		0.05 % %; BLQ %; 0.04 % %	220-26-K/26
2	SCR112501	P060282	Scrambler	6 Total CBN	CITED	ППК26069	11.05.2026	CNP	in eCoA_DATABASE		BLQ %	220-26-K/26
2	SCR112501	P060282	Scrambler	7 Foreign matter	CITED	iCoA-PP_26-061	18.05.2026	PP	planned, NOT ISSUED (2026-05-25)	YES — the certificate has not been issued	Conforms	
2	SCR112501	P060282	Scrambler	8 Loss on drying	CITED	ППК26069	11.05.2026	CNP	in eCoA_DATABASE		6.84 % %	
2	SCR112501	P060282	Scrambler	9 Microbiological purity	CITED	305-0549-26	28.04.2026	IJZ-MB	in eCoA_DATABASE		2,3 x 10³ CFU/g CFU/g; 4,3 x 10³ CFU/g CFU/g; < 10³ и >10² CFU/g CFU/g; отсутна/g /g; отсутна/25 /25 g; 2,3 x 10³ CFU/g CFU/g; 4,3 x 10³ CFU/g CFU/g; <10³ и >10² CFU/g CFU/g; отсутна/g; отсутна/25	
2	SCR112501	P060282	Scrambler	10 Mycotoxins	CITED	2360-2026	29.04.2026	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	SCR112501	P060282	Scrambler	11 Heavy metals	CITED	2360-2026	29.04.2026	IJZ	in eCoA_DATABASE		0,0299 mg/kg; 0,0136 mg/kg(l); 0,0154 mg/kg(l); 0,017 mg/kg(l)	
2	SCR112501	P060282	Scrambler	12 Pesticide residues	CITED	2360-2026	29.04.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	SJ092501	—	Sleepy Joe	1 Identification A — appearance	ON FILE, NOT READ	—	—	—	in eCoA_DATABASE/_IN-HOUSE_PP		—	
2	SJ092501	—	Sleepy Joe	2 Identification B — microscopy	ON FILE, NOT READ	—	—	—	in eCoA_DATABASE/_IN-HOUSE_PP		—	
2	SJ092501	—	Sleepy Joe	3 Identification C — HPLC	READ IN THIS PASS	ППК26006	21.01.2026	CNP	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-27-K/26
2	SJ092501	—	Sleepy Joe	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	ППК26006	21.01.2026	CNP	in eCoA_DATABASE		0.35 %; 12.10 %; 10.96 %	220-27-K/26
2	SJ092501	—	Sleepy Joe	5 Assay — Total CBD	READ IN THIS PASS	ППК26006	21.01.2026	CNP	in eCoA_DATABASE		0.08 %; BLQ; 0.07 %	220-27-K/26
2	SJ092501	—	Sleepy Joe	6 Total CBN	READ IN THIS PASS	ППК26006	21.01.2026	CNP	in eCoA_DATABASE		BLQ	220-27-K/26
2	SJ092501	—	Sleepy Joe	7 Foreign matter	ON FILE, NOT READ	—	—	—	in eCoA_DATABASE/_IN-HOUSE_PP		—	
2	SJ092501	—	Sleepy Joe	8 Loss on drying	READ IN THIS PASS	ППК26006	21.01.2026	CNP	in eCoA_DATABASE		8.68 %	
2	SJ092501	—	Sleepy Joe	9 Microbiological purity	READ IN THIS PASS	9/0012/26	20.01.2026	IJZ-MB	in eCoA_DATABASE		< 10 CFU/g CFU/g; < 10 CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	SJ092501	—	Sleepy Joe	10 Mycotoxins	READ IN THIS PASS	85/2026	02.02.2026	IJZ	in eCoA_DATABASE		2 µg/kg	
2	SJ092501	—	Sleepy Joe	11 Heavy metals	READ IN THIS PASS	85/2026	02.02.2026	IJZ	in eCoA_DATABASE		0,08 mg/kg(l); 0,003 mg/kg(l); н.д. mg/kg(l); 3,341 mg/kg(l); н.д. mg/kg(l)	
2	SJ092501	—	Sleepy Joe	12 Pesticide residues	READ IN THIS PASS	85/2026	02.02.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/Kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	WC082501	P060012	Wedding Crusher	1 Identification A — appearance	CITED	iCoA-PP_26-037	13.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	WC082501	P060012	Wedding Crusher	2 Identification B — microscopy	CITED	iCoA-PP_26-037	13.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	WC082501	P060012	Wedding Crusher	3 Identification C — HPLC	CITED	ППК26001	21.01.2026	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-28-K/26
2	WC082501	P060012	Wedding Crusher	4 Assay — Total Δ⁹-THC	CITED	ППК26001	21.01.2026	CNP	in eCoA_DATABASE		21.67	220-28-K/26
2	WC082501	P060012	Wedding Crusher	5 Assay — Total CBD	CITED	ППК26001	21.01.2026	CNP	in eCoA_DATABASE		0.08	220-28-K/26
2	WC082501	P060012	Wedding Crusher	6 Total CBN	CITED	ППК26001	21.01.2026	CNP	in eCoA_DATABASE		0.02 % ᴰ	220-28-K/26
2	WC082501	P060012	Wedding Crusher	7 Foreign matter	CITED	iCoA-PP_26-037	13.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	WC082501	P060012	Wedding Crusher	8 Loss on drying	CITED	ППК26001	21.01.2026	CNP	in eCoA_DATABASE		7.50	
2	WC082501	P060012	Wedding Crusher	9 Microbiological purity	CITED	3-0006-26	20.01.2026	IJZ-MB	in eCoA_DATABASE		10 CFU/g CFU/g; 30 CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	WC082501	P060012	Wedding Crusher	10 Mycotoxins	CITED	80-2026	02.02.2026	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	WC082501	P060012	Wedding Crusher	11 Heavy metals	CITED	80-2026	02.02.2026	IJZ	in eCoA_DATABASE		н.д.; н.д.; н.д.; н.д.	
2	WC082501	P060012	Wedding Crusher	12 Pesticide residues	CITED	80-2026	02.02.2026	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
